id,author,title,description,url,urlToImage,publishedAt,content,source.id,source.name,source
148.0,TipRanks,"LLY, REGN, BHVN: Which Biotech Stock Offers the Most Upside?",The biotechnology scene is becoming difficult to ignore if you consider yourself a growth investor who seeks upside potential beyond just the numerous...,https://finance.yahoo.com/news/lly-regn-bhvn-biotech-stock-020307241.html,https://media.zenfs.com/en/tipranks_452/9c1c86afc9b8d1567e70acb5a83621bb,2024-04-04T02:03:07Z,The biotechnology scene is becoming difficult to ignore if you consider yourself a growth investor who seeks upside potential beyond just the numerous crowded artificial intelligence (AI) plays. Thou… [+5561 chars],,Yahoo Entertainment,
149.0,Erin Strecker,How the ’90s X-Men Cartoon Saved a Generation of Queer Kids,"It wasn't until much later that I would come to understand the central, oft-discussed metaphor that underpins the X-Men's entire existence beyond spandex; that they're hated and feared simply for being different.",https://www.indiewire.com/features/commentary/how-x-men-cartoon-saved-a-generation-queer-kids-97-1234965416/,https://www.indiewire.com/wp-content/uploads/2024/03/AAP0160_comp_Tk3_v004_r709.125855_C.jpg?w=650,2024-03-20T13:30:00Z,The X-Men have always been gay. They were gay when Stan Lee and Jack Kirby first created this team of persecuted misfits in 1963. They were gay when Iceman’s mother asked him “if he’s tried not being… [+7734 chars],,IndieWire,
150.0,Beth Mole,Lifesaving gene therapy for kids is world’s priciest drug at $4.25M,It's unclear if government and private insurance plans can cover the costs.,https://arstechnica.com/science/2024/03/lifesaving-gene-therapy-for-kids-is-worlds-priciest-drug-at-4-25m/,https://cdn.arstechnica.net/wp-content/uploads/2024/03/GettyImages-483011629-760x380.jpeg,2024-03-20T20:53:27Z,"Enlarge/ A mother with her twin 6-year-old boys who have metachromatic leukodystrophy, a genetic disease that leaves them unable to move. Photo taken on September 3, 2004.
11
In a medical triumph, … [+5079 chars]",ars-technica,Ars Technica,
151.0,Robert T Muller Ph.D.,Multigenerational Hoarding an Enormous Stress on Families,Hoarding research has uncovered a genetic link and high heritability rates.,https://www.psychologytoday.com/intl/blog/talking-about-trauma/202403/multigenerational-hoarding-an-enormous-stress-on-families,https://cdn2.psychologytoday.com/assets/styles/manual_crop_1_91_1_1528x800/public/teaser_image/blog_entry/2024-03/angel-balashev-rMjiFI2nyw8-unsplash%20%282%29.jpg?itok=4h8-8UBG,2024-03-25T17:42:54Z,"This post was co-authored by Autumn Bakhsh-Livingston and Robert T. Muller, Ph.D.
Hoarding is often mocked, stigmatized, and used as entertainment in shows like Hoarders. Previously regarded as a fo… [+3366 chars]",,Psychology Today,
152.0,GuruFocus Research,4D Molecular Therapeutics Inc's Chief Legal Officer Sells Company Shares,"Scott Bizily, the Chief Legal Officer of 4D Molecular Therapeutics Inc (NASDAQ:FDMT), has sold 5,833 shares of the company on March 27, 2024, according to a ...",https://finance.yahoo.com/news/4d-molecular-therapeutics-incs-chief-230116442.html,https://s.yimg.com/ny/api/res/1.2/eTX73KNfC8RC08H0tmRxkQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD01MjU-/https://media.zenfs.com/en/us.finance.gurufocus/a5a9fba755ff6e6635c1d77a1addc2e2,2024-03-29T23:01:16Z,"Scott Bizily, the Chief Legal Officer of 4D Molecular Therapeutics Inc (NASDAQ:FDMT), has sold 5,833 shares of the company on March 27, 2024, according to a recent SEC filing. The transaction was exe… [+3150 chars]",,Yahoo Entertainment,
153.0,Daniel Lemire,Science and Technology links (March 31 2024),"Large language models (e.g., ChatGPT) do better at legal questions that lawyers: Our empirical analysis benchmarks LLMs against a ground truth set by Senior Lawyers, uncovering that advanced models match or exceed human accuracy in determining legal issues (M…",https://lemire.me/blog/2024/03/31/science-and-technology-links-march-31-2024/,,2024-03-31T21:24:30Z,Climate models have been found lacking in a study by Simpson et al. (2023). From the article…Water vapor in the atmosphere is expected to rise with warming because a warmer atmosphere can hold more m… [+546 chars],,Lemire.me,
154.0,Steven Novella,Using CRISPR To Treat HIV,"CRISPR has been big scientific news since it was introduced in 2012. The science actually goes back to 1987, but the CRISPR/Cas9 system was patented in 2012, and the developers won the Noble Prize in Chemistry in 2020. The system gives researchers the ability…",https://theness.com/neurologicablog/using-crispr-to-treat-hiv/,https://theness.com/neurologicablog/wp-content/uploads/sites/3/2024/03/CRISPR-HIV.jpg,2024-03-21T11:35:36Z,"CRISPR has been big scientific news since it was introduced in 2012. The science actually goes back to 1987, but the CRISPR/Cas9 system was patented in 2012, and the developers won the Noble Prize in… [+4521 chars]",,Theness.com,
155.0,,It Was Anthony Fauci’s Fault,"This morning, the headline read on the Liberty Daily: Covid “Vaccines” Unleashed a 12-Sigma Mass Death Event. While the headline may be true, the other part of the article was completely false. To wit, it was Donald Trump’s fault be...",https://www.americanthinker.com/articles/2024/03/it_was_anthony_faucis_fault.html,https://www.americanthinker.com/images/bucket/2024-03/252788.jpg,2024-03-14T05:00:00Z,"This morning, the headline read on the Liberty Daily: Covid “Vaccines” Unleashed a 12-Sigma Mass Death Event. While the headline may be true, the other part of the article was completely false. To wi… [+6897 chars]",,Americanthinker.com,
156.0,,Scientists develop a rapid gene-editing screen to find effects of cancer mutations,"Researchers found a way to screen cancer-linked gene mutations much more easily and quickly than existing approaches, using a variant of CRISPR genome-editing known as prime editing.",https://www.sciencedaily.com/releases/2024/03/240312133835.htm,https://www.sciencedaily.com/images/scidaily-icon.png,2024-03-12T17:38:35Z,"Tumors can carry mutations in hundreds of different genes, and each of those genes may be mutated in different ways -- some mutations simply replace one DNA nucleotide with another, while others inse… [+6939 chars]",,Science Daily,
157.0,"Eva Epker, Contributor, 
 Eva Epker, Contributor
 https://www.forbes.com/sites/evaepker/","A Novel Drug, A Protest, And The Fight To Prevent Breast Cancer Deaths","In the 1990s, a novel HER2+ breast cancer treatment was still risky. But, together, the manufacturers and protestors helped make it accessible - and save women's lives.",https://www.forbes.com/sites/evaepker/2024/03/19/a-novel-drug-a-protest-and-the-fight-to-prevent-breast-cancer-deaths/,https://imageio.forbes.com/specials-images/imageserve/65ea55fb670bf8ef5005047b/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-03-19T14:30:00Z,"On December 6, 1994, outside of the South San Francisco headquarters of a biotechnology company called Genentech, a group of protestors shouted, honked, waved signs, and laid out on the street. They … [+9575 chars]",,Forbes,
158.0,Anne Trafton,A new computational technique could make it easier to engineer useful proteins,"To engineer proteins with useful functions, researchers usually begin with a natural protein that has a desirable function, such as emitting fluorescent light, and put it through many rounds of random mutation that eventually generate an optimized version of …",https://phys.org/news/2024-04-technique-easier-proteins.html,https://scx2.b-cdn.net/gfx/news/hires/2024/a-new-computational-te.jpg,2024-04-03T14:50:04Z,"This article has been reviewed according to Science X's 
editorial process
and policies.
Editors have highlighted
the following attributes while ensuring the content's credibility:
fact-checked… [+7528 chars]",,Phys.Org,
159.0,Shelly Fan,A New Treatment Rejuvenates Aging Immune Systems in Elderly Mice,"Our immune system is like a well-trained brigade. Each unit has a unique specialty. Some cells directly kill invading foes; others release protein “markers” to attract immune cell types to a target. Together, they’re a formidable force that fights off biologi…",https://singularityhub.com/2024/03/29/a-new-treatment-rejuvenates-aging-immune-systems-in-elderly-mice/,https://singularityhub.com/wp-content/uploads/2024/03/nuetrophil-consuming-anthrax-immune-system.jpeg,2024-03-29T17:32:45Z,"Our immune system is like a well-trained brigade.
Each unit has a unique specialty. Some cells directly kill invading foes; others release protein markers to attract immune cell types to a target. T… [+6474 chars]",,Singularity Hub,
160.0,support@bengreenfieldfitness.com (Ben Greenfield),"Age Reversal In Mexico: Follistatin & Klotho Gene Therapy, The Right & Wrong Kind Of Stem Cells, NK Killer Cell Infusion, Nerve Blocks & More With Adeel Khan.","Are you tired of feeling the effects of aging, like sluggish muscles, persistent inflammation, and a general slowdown? Imagine receiving
The post Age Reversal In Mexico: Follistatin & Klotho Gene Therapy, The Right & Wrong Kind Of Stem Cells, NK Killer Cell I…",https://bengreenfieldlife.com/podcast/adeel-khan-eternapodcast/,https://bengreenfieldlife.com/wp-content/uploads/2024/12/BGL-Landscape-WP-Thumbnail-7-1.png,2024-03-30T09:00:30Z,"March 30, 2024
Are you tired of feeling the effects of aging, like sluggish muscles, persistent inflammation, and a general slowdown? Imagine receiving a treatment that not only decelerates these pr… [+19593 chars]",,Bengreenfieldlife.com,
161.0,Tribune News Service,New way for states to cover pricey gene therapies will start with sickle cell disease,A new federal program seeks to make these life-changing treatments available to patients with low incomes — and it could be a model to help states pay for other expensive therapies.,https://www.bostonherald.com/2024/03/21/new-way-for-states-to-cover-pricey-gene-therapies-will-start-with-sickle-cell-disease/,https://www.bostonherald.com/wp-content/uploads/2024/03/US-NEWS-HEALTH-STATES-EXPENSIVE-THERAPIES-ABA.jpg?w=1024&h=683,2024-03-21T19:49:13Z,"Nada Hassanein | Stateline.org (TNS)
The U.S. Food and Drug Administration late last year approved two breakthrough gene therapies for sickle cell disease patients. Now a new federal program seeks t… [+8833 chars]",,Boston Herald,
162.0,,An immunotherapy to overcome resistant leukemia,Researchers have discovered that a specific mutation in the cancer cells of an aggressive type of blood cancer can prevent novel immunotherapies such as CAR T-cell therapy from working. Their study also explains why the cancer cells are resistant and how this…,https://www.sciencedaily.com/releases/2024/03/240321155453.htm,https://www.sciencedaily.com/images/scidaily-icon.png,2024-03-21T19:54:53Z,Researchers at the University of Zurich and the University Hospital Zurich have discovered that a specific mutation in the cancer cells of an aggressive type of blood cancer can prevent novel immunot… [+3101 chars],,Science Daily,
163.0,Arthur Allen | KFF Health News,"A quick, cheap test could protect against fatal chemo overdose. Why do cancer doctors resist it?","The chemotherapy drug 5-FU can be toxic to some people with cancer. A quick, cheap test can show if chemo is safe for a patient, but few doctors order it.",https://www.nbcnews.com/health/cancer/quick-test-protect-fatal-chemo-overdose-yet-cancer-doctors-use-rcna144664,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2024-03/240322-test-chemo-drug-beg-1245p-ee3158.jpg",2024-03-27T09:00:00Z,"One January morning in 2021, Carol Rosen took a standard treatment for metastatic breast cancer. Three gruesome weeks later, she died in excruciating pain from the very drug meant to prolong her life… [+10507 chars]",nbc-news,NBC News,
164.0,DPA International,China congratulates Putin after landslide win in fraught elections,"China, which continues to stand by Moscow while other countries have turned their backs on Russia following the attack on Ukraine, has congratulated Russian President Vladimir Putin on his election landslide in a vote considered neither free nor fair.Chinese …",https://www.rawstory.com/china-congratulates-putin-after-landslide-win-in-fraught-elections-2667536800/,https://www.rawstory.com/media-library/image.jpg?id=51760402&width=980,2024-03-18T10:24:07Z,"First, those long years of pain which flooded every moment -- school, relationships, work.
And then -- after agonizing treatments -- what felt like the miracle of life after sickle cell disease (SCD… [+4816 chars]",,Raw Story,
165.0,Amelia Kelley Ph.D.,How to Succeed With ADHD,"The fear of failure holds those with ADHD back from trying new things when, in fact, failing with a growth mindset is the foundation of ADHD success.",https://www.psychologytoday.com/intl/blog/in-your-corner/202404/how-to-succeed-with-adhd,https://cdn2.psychologytoday.com/assets/styles/manual_crop_1_91_1_1528x800/public/teaser_image/blog_entry/2024-04/iStock-1455764286.jpg?itok=gEUTmZRd,2024-04-04T16:08:32Z,"The world does not understand the incredible potential of those with attention-deficit/hyperactivity disorder (ADHD). Unhelpful ableist messaging, misunderstanding, judgment, and disability-related d… [+5150 chars]",,Psychology Today,
166.0,,[Removed],[Removed],https://removed.com,,1970-01-01T00:00:00Z,[Removed],,[Removed],
167.0,Agence France-Presse,"Palestinians 'need the bombs to stop,' Irish PM says at White House","Palestinians ""need the bombs to stop,"" Irish Prime Minister Leo Varadkar said Sunday as he made an impassioned plea for a ceasefire in Gaza, speaking during a St Patrick's Day reception at the White House.US President Joe Biden has been hosting Varadkar in Wa…",https://www.rawstory.com/palestinians-need-the-bombs-to-stop-irish-pm-says-at-white-house/,https://www.rawstory.com/media-library/us-president-joe-biden-r-shakes-hands-with-taoiseach-of-ireland-leo-varadkar-during-a-st-patricks-day-celebration-in-the-eas.png?id=51760397&width=1200&height=600&coordinates=0%2C0%2C0%2C120,2024-03-18T10:24:29Z,"First, those long years of pain which flooded every moment -- school, relationships, work.
And then -- after agonizing treatments -- what felt like the miracle of life after sickle cell disease (SCD… [+4816 chars]",,Raw Story,
168.0,Agence France-Presse,How genetic therapies transformed the lives of sickle cell patients,"Their stories are divided into before and after.First, those long years of pain which flooded every moment -- school, relationships, work.And then -- after agonizing treatments -- what felt like the miracle of life after sickle cell disease (SCD).Two American…",https://www.rawstory.com/how-genetic-therapies-transformed-the-lives-of-sickle-cell-patients/,https://www.rawstory.com/media-library/physician-scientist-john-tisdale-of-the-national-institutes-of-health-which-ran-a-clinical-trial-for-sickle-cell-disease-treatm.jpg?id=51760386&width=1200&height=600&coordinates=0%2C0%2C0%2C94,2024-03-18T10:19:06Z,"Their stories are divided into before and after.
First, those long years of pain which flooded every moment -- school, relationships, work.
And then -- after agonizing treatments -- what felt like … [+4866 chars]",,Raw Story,
169.0,AFP,US company withdraws ALS drug after it fails in trial,Amylyx Pharmaceuticals announced Thursday it was withdrawing its approved treatment against the deadly neurodegenerative disease ALS after clinical data...,https://www.yahoo.com/news/us-company-withdraws-als-drug-162242666.html,https://media.zenfs.com/en/afp.com/4357c96105999d009d3ee6278f48535b,2024-04-04T16:22:42Z,"Amylyx Pharmaceuticals announced Thursday it was withdrawing its approved treatment against the deadly neurodegenerative disease ALS after clinical data found no evidence the drug worked.
In a state… [+3327 chars]",,Yahoo Entertainment,
170.0,"Maggie McGrath, Forbes Staff, 
 Maggie McGrath, Forbes Staff
 https://www.forbes.com/sites/maggiemcgrath/","How Nicole Shanahan, RFK’s VP Pick, Got Rich. Plus: Reclaim Your Financial Power","Welcome to this week’s ForbesWomen newsletter, which every Thursday brings news about the world’s top female entrepreneurs, leaders and investors straight to your inbox.",https://www.forbes.com/sites/maggiemcgrath/2024/03/28/how-nicole-shanahan-rfks-vp-pick-got-rich-plus-reclaim-your-financial-power/,https://imageio.forbes.com/specials-images/imageserve/66058209bd1a794071d5eed2/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-03-28T18:30:13Z,"This is this weeks ForbesWomen newsletter, which every Thursday brings news about the worlds top female entrepreneurs, leaders and investors straight to your inbox. Click here to get on the newslette… [+5720 chars]",,Forbes,
171.0,"Susan Galer, SAP, 
 Susan Galer, SAP
 https://www.forbes.com/sites/sap/people/susangaler/",GenAI: Inspirational Terrifying Vision Of Financial Services By 2050,"Upended by digital-first fintech and insurtech upstarts, the financial services industry is injecting GenAI into everything for profound upheaval in global economies.",https://www.forbes.com/sites/sap/2024/04/02/genai-inspirational-terrifying-vision-of-financial-services-by-2050/,https://imageio.forbes.com/specials-images/imageserve/65fc3ef5c0eb83d5787a400d/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-04-02T12:04:05Z,"For a compelling vision of how banking, insurance, and economics will evolve by 2050, look no further than bestselling author and futurist Brett King, who opened his keynote at the SAP and SAP Fionee… [+5703 chars]",,Forbes,
172.0,support@bengreenfieldfitness.com (Ben Greenfield),"[Transcript] – Age Reversal In Mexico: Follistatin & Klotho Gene Therapy, The Right & Wrong Kind Of Stem Cells, NK Killer Cell Infusion, Nerve Blocks & More With Adeel Khan.","From podcast: https://bengreenfieldlife.com/podcast/eternapodcast/ [00:00:00] Introduction [00:01:02] Who is Dr. Adeel Khan? [0002:44] Traditional medicine and alternative approaches [00:05:47] How did
The post [Transcript] – Age Reversal In Mexico: Follistat…",https://bengreenfieldlife.com/transcripts/transcript-eternapodcast/,https://bengreenfieldlife.com/wp-content/uploads/2022/03/podcast-transcripts.png,2024-03-30T08:45:38Z,"March 30, 2024
From podcast: https://bengreenfieldlife.com/podcast/eternapodcast/
[00:00:00] Introduction
[00:01:02] Who is Dr. Adeel Khan?
[0002:44] Traditional medicine and alternative approach… [+86462 chars]",,Bengreenfieldlife.com,
173.0,Mike McRae,Huge Study Confirms Viagra Cuts Alzheimer's Risk by Over 50%,An FDA-approved pharmaceutical used to treat erectile dysfunction could soon be recommended as a therapy for decreasing the risk of Alzheimer's disease.,https://www.sciencealert.com/huge-study-confirms-viagra-cuts-alzheimers-risk-by-over-50,https://www.sciencealert.com/images/2024/03/blue_pills_viagra.jpg,2024-03-25T06:26:22Z,"An FDA-approved pharmaceutical used to treat erectile dysfunction could soon be recommended as a therapy for decreasing the risk of Alzheimer's disease.
By analyzing medical insurance data alongside… [+3979 chars]",,ScienceAlert,
174.0,,Protein discovery sparks treatment hope for aggressive cancer,Researchers have shown that targeting a gene regulated by two cancer-fuelling proteins can kill cancerous cells and halt their growth in laboratory models of B-cell acute lymphoblastic leukemia (ALL).,https://www.sciencedaily.com/releases/2024/03/240314122157.htm,https://www.sciencedaily.com/images/scidaily-icon.png,2024-03-14T16:21:57Z,"Researchers have found a new way to potentially treat one of the most common forms of acute lymphoblastic leukaemia.The study, led by WEHI and the Peter MacCallum Cancer Centre, was able to kill leuk… [+5623 chars]",,Science Daily,
175.0,Issam AHMED,How Genetic Therapies Transformed The Lives Of Sickle Cell Patients,Their stories are divided into before and after.,https://www.ibtimes.com/how-genetic-therapies-transformed-lives-sickle-cell-patients-3727390,https://d.ibtimes.com/en/full/4517446/physician-scientist-john-tisdale-national-institutes-health-which-ran-clinical-trial-sickle.jpg,2024-03-18T01:21:27Z,"Their stories are divided into before and after.
First, those long years of pain which flooded every moment -- school, relationships, work.
And then -- after agonizing treatments -- what felt like … [+5226 chars]",,International Business Times,
176.0,S.D. Wells,Top 7 MYTHS about mRNA COVID-19 “vaccines” propagated by Big Pharma and the CDC,"Though we are four years deep into the “plandemic,” Big Pharma and the highly corrupt Centers for Disease Control and Prevention (CDC) are still working hard to push propaganda, lies and untested “science” claims about the safety and effectiveness of the dead…",https://www.naturalnews.com/2024-04-01-7-myths-vaccines-propagated-big-pharma-cdc.html,https://www.naturalnews.com/wp-content/uploads/sites/91/2024/04/vax-kid_694589079.jpg,2024-04-01T06:00:00Z,"Though we are four years deep into the ""plandemic,"" Big Pharma and the highly corrupt Centers for Disease Control and Prevention (CDC) are still working hard to push propaganda, lies and untested ""sc… [+5292 chars]",,Naturalnews.com,
177.0,"Zhihui Liu, Xiyuan Zhang, Man Xu, Jason J. Hong, Amanda Ciardiello, Haiyan Lei, Jack F. Shern, Carol J. Thiele",MYCN drives oncogenesis by cooperating with the histone methyltransferase G9a and the WDR5 adaptor to orchestrate global gene transcription,"The oncoprotein MYCN drives oncogenesis in neuroblastoma by activating the expression of genes involved in ribosome biogenesis and protein synthesis, while repressing neuronal differentiation genes, but the underlying mechanisms remain unknown. This study sho…",https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.3002240,https://journals.plos.org/plosbiology/article/figure/image?id=10.1371/journal.pbio.3002240.g008&size=inline,2024-03-28T14:00:00Z,"Citation: Liu Z, Zhang X, Xu M, Hong JJ, Ciardiello A, Lei H, et al. (2024) MYCN drives oncogenesis by cooperating with the histone methyltransferase G9a and the WDR5 adaptor to orchestrate global ge… [+89956 chars]",,Plos.org,
178.0,Ryan Adamczeski,Researchers have turned a skin cell into an egg. Here's what that means for LGBTQ+ people,"Researchers at Oregon Health & Science University have advanced a technique that can turn a skin cell into an egg, signalling promise for same-sex couples looking to start families.",https://www.advocate.com/news/skin-cell-fertility-ivg-lgbtq,https://www.advocate.com/media-library/human-cells-chromosomes-fertility-doctor-happy-lesbians.jpg?id=51735806&width=1200&height=600&coordinates=0%2C0%2C0%2C78,2024-03-14T18:43:55Z,"Researchers at Oregon Health &amp; Science University have advanced a technique that can turn a skin cell into an egg, signalling promise for same-sex couples looking to start families.
The advancem… [+2194 chars]",,Advocate.com,
179.0,"Christopher Rudge, The Conversation","World-First Pig Kidney Transplant Was a Huge Breakthrough, But Is It The Future?","In a world first, we heard last week that US surgeons had transplanted a kidney from a gene-edited pig into a living human.",https://www.sciencealert.com/world-first-pig-kidney-transplant-was-a-huge-breakthrough-but-is-it-the-future,https://www.sciencealert.com/images/2024/03/line_of_pigs.jpg,2024-03-30T10:31:03Z,"In a world first, we heard last week that US surgeons had transplanted a kidney from a gene-edited pig into a living human.
News reports said the procedure was a breakthrough in xenotransplantation … [+5965 chars]",,ScienceAlert,
180.0,,Hopes of HIV cure after breakthrough using gene-editing 'scissors',A cure for HIV could be on the horizon after scientists eliminated the virus from cells in a laboratory.,https://news.sky.com/story/hopes-of-hiv-cure-after-breakthrough-using-gene-editing-scissors-13098367,https://e3.365dm.com/22/02/1600x900/skynews-hiv-1-micropsope_5675263.jpg?20220216094930,2024-03-20T02:36:00Z,"A cure for HIV could be on the horizon after scientists eliminated the virus from cells in a laboratory.
Using a gene-editing tool known as Crispr-Cas, researchers were able to target HIV DNA and re… [+2324 chars]",,Sky.com,
181.0,"pierce.ogden@gmail.com (George M Church), pierce.ogden@gmail.com (Nina K Jain), pierce.ogden@gmail.com (Pierce J Ogden)",Comprehensive mutagenesis maps the effect of all single-codon mutations in the AAV2 rep gene on AAV production,"Recombinant adeno-associated viruses (rAAVs) are the predominant gene therapy vector. Several rAAV vectored therapies have achieved regulatory approval, but production of sufficient rAAV quantities remains difficult. The AAV Rep proteins, which are essential …",https://elifesciences.org/articles/87730,https://elifesciences.org/assets/images/social/icon-600x600@1.52e87ee6.png,2024-03-27T00:00:00Z,"We have generated a comprehensive mutagenesis library of the AAV2 rep gene, containing all possible single-codon substitutions and deletion variants. Multiplexed assay of this library allowed us to g… [+8835 chars]",,Elifesciences.org,
182.0,,Key metabolic process responsible for rapid immune responses discovered,"Researchers identified a key metabolite in cells that helps direct immune responses and explains at a single cell level why immune cells that most efficiently recognize pathogens, vaccines, or diseased cells grow and divide faster than other cells. The findin…",https://www.sciencedaily.com/releases/2024/03/240315161017.htm,https://www.sciencedaily.com/images/scidaily-icon.png,2024-03-15T20:10:17Z,Researchers from Children's Hospital of Philadelphia (CHOP) identified a key metabolite in cells that helps direct immune responses and explains at a single cell level why immune cells that most effi… [+3694 chars],,Science Daily,
183.0,"Puja Sandbhor, Pranoti Palkar, Sakshi Bhat, Geofrey John, Jayant S. Goda",Nanomedicine as a multimodal therapeutic paradigm against cancer: on the way forward in advancing precision therapy,"Nanoscale, 2024, Advance ArticleDOI: 10.1039/D3NR06131K, Review ArticlePuja Sandbhor, Pranoti Palkar, Sakshi Bhat, Geofrey John, Jayant S. GodaGraphical representation of recent advancements in combinatorial anticancer treatment modalities.To cite this articl…",https://pubs.rsc.org/en/content/articlelanding/2024/nr/d3nr06131k,https://pubs.rsc.org/en/Content/Image/GA/D3NR06131K,2024-03-12T00:00:00Z,"Recent years have witnessed dramatic improvements in nanotechnology-based cancer therapeutics, and it continues to evolve from the use of conventional therapies (chemotherapy, surgery, and radiothera… [+2207 chars]",,Royal Society of Chemistry,
184.0,David Hudson,New study points the way for gay men to have babies using DNA from both partners,Researchers at the Oregon Health & Science University used a skin cell to adapt an egg.,https://www.queerty.com/new-study-points-the-way-for-gay-men-to-have-babies-using-dna-from-both-partners-20240313,"https://adabgmwwup.cloudimg.io/v7/_queerty-prodweb_/2024/03/gay-dads-baby-shutterstock-1000.jpg?auto=format&auto=compress&fit=crop&gravity=50p,50p&w=1200&h=630&force_format=jpeg&wat=1&wat_gravity=southeast&wat_pad=70",2024-03-13T20:00:00Z,"New research to tackle infertility again suggests its possible to convert skin cells into egg cells. The technique uses the same method to create Dolly, the cloned sheep, some 20 years ago.
Although… [+3047 chars]",,Queerty.com,
185.0,,GenSight Biologics: results on Lumevoq® gene therapy,(marketscreener.com) GenSight Biologics announces the first results from new meta-analyses on the improvement in vision achieved with Lumevoq® gene therapy in patients with Leber's hereditary optic neuropathy .These results show that patients treated with Lum…,https://www.marketscreener.com/quote/stock/GENSIGHT-BIOLOGICS-S-A-29750724/news/GenSight-Biologics-results-on-Lumevoq-gene-therapy-46148341/,https://www.marketscreener.com/images/twitter_MS_fdnoir.png,2024-03-12T09:42:07Z,GenSight Biologics announces the first results from new meta-analyses on the improvement in vision achieved with Lumevoq® gene therapy in patients with Leber's hereditary optic neuropathy (NOHL).Thes… [+935 chars],,Marketscreener.com,
186.0,Gerry Smith/Bloomberg,The World’s Most Expensive Drug Is Now a $4.25 Million Gene Therapy,It's a one-time treatment for children with a rare genetic disease.,https://time.com/6959132/gene-therapy-most-expensive-drug/,https://api.time.com/wp-content/uploads/2024/03/dna-illustration.jpg?quality=85,2024-03-21T13:46:48Z,"A new gene therapy for an ultra-rare disease will have a wholesale cost of $4.25 million, making it the worlds most expensive drug. 
The one-time treatment, Lenmeldy, won U.S. regulatory approval on… [+1368 chars]",time,Time,
187.0,,Charles River and Navega Therapeutics Announce Comprehensive Gene Therapy Manufacturing Collaboration,"(marketscreener.com) 
Next-generation AAV gene therapy to target debilitating pain disorders

https://www.marketscreener.com/quote/stock/CHARLES-RIVER-LABORATORIE-12179/news/Charles-River-and-Navega-Therapeutics-Announce-Comprehensive-Gene-Therapy-Manufacturi…",https://www.marketscreener.com/quote/stock/CHARLES-RIVER-LABORATORIE-12179/news/Charles-River-and-Navega-Therapeutics-Announce-Comprehensive-Gene-Therapy-Manufacturing-Collaboratio-46197158/,https://www.marketscreener.com/images/twitter_MS_fdnoir.png,2024-03-14T12:03:02Z,"Charles River Laboratories International, Inc. (NYSE: CRL) and Navega Therapeutics, Inc., a biotechnology company developing epigenetic gene therapies, today announced an AAV9 production program agre… [+4304 chars]",,Marketscreener.com,
188.0,InvestorsObserver,Sensorion Reports Full-Year 2023 Financial Results and Business Update,Milestone achieved for SENS-501 gene therapy program with Clinical Trial Application approval in Europe (France as first country)             Communication on first patient expected in H2 2024                 GJB2 gene therapy program advancing towards...,https://www.investorsobserver.com/news/qm-pr/5469797825241723,https://s3.amazonaws.com/images.investorsobserver.com/io-logo-800x450.jpg,2024-03-14T02:30:00Z,"News HomeMentioned in this article
<ul><li>
 Milestone achieved for SENS-501 gene therapy program with Clinical Trial Application approval in Europe (France as first country)
 <ul><li>
 Communica… [+24041 chars]",,InvestorsObserver,
189.0,,RTW Biotech invests in cell and gene therapy company Obsidian,"(marketscreener.com) RTW Biotech Opportunities Ltd on Friday said it has backed cell and gene therapy-focused biotech Obsidian Therapeutics Inc. 

The investment company, focused on assets in the life sciences sector, said it partook in an Obsidian funding ro…",https://www.marketscreener.com/quote/stock/RTW-BIOTECH-OPPORTUNITIES-74010978/news/RTW-Biotech-invests-in-cell-and-gene-therapy-company-Obsidian-46372197/,https://www.marketscreener.com/images/twitter_MS_fdnoir.png,2024-04-05T11:16:34Z,"(Alliance News) - RTW Biotech Opportunities Ltd on Friday said it has backed cell and gene therapy-focused biotech Obsidian Therapeutics Inc. 
The investment company, focused on assets in the life s… [+600 chars]",,Marketscreener.com,
190.0,"Christopher Rudge, Law lecturer, University of Sydney",The first pig kidney has been transplanted into a living person. But we’re still a long way from solving organ shortages,Champions of xenotransplantation see it as the solution to organ shortages across the world. But this technology has other applications.,https://theconversation.com/the-first-pig-kidney-has-been-transplanted-into-a-living-person-but-were-still-a-long-way-from-solving-organ-shortages-226393,https://images.theconversation.com/files/584634/original/file-20240327-22-zkx0ie.jpg?ixlib=rb-1.1.0&rect=36%2C453%2C8142%2C4071&q=45&auto=format&w=1356&h=668&fit=crop,2024-03-27T19:07:40Z,"Massachusetts General Hospital
In a world first, we heard last week that US surgeons had transplanted a kidney from a gene-edited pig into a living human. News reports said the procedure was a break… [+6606 chars]",,The Conversation Africa,
